sample_fp	plate	cycle	well	tile	channel
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_85_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	85	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_85_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	85	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_85_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	85	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_85_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	85	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_86_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	86	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_86_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	86	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_86_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	86	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_86_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	86	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_86_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	86	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_87_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	87	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_87_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	87	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_87_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	87	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_87_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	87	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_87_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	87	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_88_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	88	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_88_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	88	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_88_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	88	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_88_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	88	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_88_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	88	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_89_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	89	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_89_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	89	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_89_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	89	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_89_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	89	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_89_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	89	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_90_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	90	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_90_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	90	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_90_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	90	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_90_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	90	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_90_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	90	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_91_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	91	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_91_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	91	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_91_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	91	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_91_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	91	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_91_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	91	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_92_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	92	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_92_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	92	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_92_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	92	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_92_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	92	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_92_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	92	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_93_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	93	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_93_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	93	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_93_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	93	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_93_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	93	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_93_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	93	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_94_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	94	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_94_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	94	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_94_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	94	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_94_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	94	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_94_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	94	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_95_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	95	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_95_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	95	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_95_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	95	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_95_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	95	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_95_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	95	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_96_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	96	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_96_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	96	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_96_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	96	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_96_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	96	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_96_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	96	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_97_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	97	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_97_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	97	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_97_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	97	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_97_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	97	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_97_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	97	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_98_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	98	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_98_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	98	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_98_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	98	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_98_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	98	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_98_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	98	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_99_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	99	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_99_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	99	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_99_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	99	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_99_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	99	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_99_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	99	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_100_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	100	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_100_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	100	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_100_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	100	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_100_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	100	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_100_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	100	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_101_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	101	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_101_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	101	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_101_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	101	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_101_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	101	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_101_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	101	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_102_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	102	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_102_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	102	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_102_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	102	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_102_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	102	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_102_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	102	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_103_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	103	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_103_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	103	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_103_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	103	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_103_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	103	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_103_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	103	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_104_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	104	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_104_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	104	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_104_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	104	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_104_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	104	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_104_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	104	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_105_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	105	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_105_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	105	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_105_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	105	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_105_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	105	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_105_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	105	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_106_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	106	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_106_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	106	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_106_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	106	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_106_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	106	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_106_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	106	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_107_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	107	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_107_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	107	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_107_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	107	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_107_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	107	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_107_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	107	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_108_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	108	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_108_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	108	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_108_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	108	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_108_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	108	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_108_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	108	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_109_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	109	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_109_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	109	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_109_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	109	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_109_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	109	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_109_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	109	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_110_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	110	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_110_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	110	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_110_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	110	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_110_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	110	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_110_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	110	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_111_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	111	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_111_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	111	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_111_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	111	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_111_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	111	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_111_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	111	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_112_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	112	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_112_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	112	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_112_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	112	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_112_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	112	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_112_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	112	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_113_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	113	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_113_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	113	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_113_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	113	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_113_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	113	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_113_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	113	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_114_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	114	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_114_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	114	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_114_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	114	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_114_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	114	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_114_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	114	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_115_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	115	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_115_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	115	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_115_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	115	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_115_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	115	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_115_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	115	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_116_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	116	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_116_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	116	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_116_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	116	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_116_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	116	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_116_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	116	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_117_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	117	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_117_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	117	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_117_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	117	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_117_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	117	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_117_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	117	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_118_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	118	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_118_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	118	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_118_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	118	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_118_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	118	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_118_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	118	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_119_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	119	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_119_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	119	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_119_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	119	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_119_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	119	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_119_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	119	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_120_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	120	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_120_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	120	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_120_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	120	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_120_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	120	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_120_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	120	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_121_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	121	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_121_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	121	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_121_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	121	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_121_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	121	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_121_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	121	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_122_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	122	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_122_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	122	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_122_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	122	561_nm_-_T
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_122_0_Fluorescence_638_nm_-_A.tiff	1	1	A2	122	638_nm_-_A
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_122_0_Fluorescence_638_nm_-_C.tiff	1	1	A2	122	638_nm_-_C
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_123_0_Fluorescence_405_nm_-_Penta.tiff	1	1	A2	123	405_nm_-_Penta
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_123_0_Fluorescence_561_nm_-_G.tiff	1	1	A2	123	561_nm_-_G
/Volumes/Elements/sbs/plate_1/cycle_1/0/A2_123_0_Fluorescence_561_nm_-_T.tiff	1	1	A2	123	561_nm_-_T
